192, 161
193, 160
201, 160
202, 161
206, 161
207, 162
208, 162
209, 163
211, 163
213, 165
214, 165
216, 167
217, 167
222, 172
222, 173
225, 176
225, 177
227, 179
227, 180
228, 181
228, 182
229, 183
229, 184
230, 185
230, 186
231, 187
231, 189
232, 190
232, 193
233, 194
233, 199
234, 200
234, 212
233, 213
233, 218
232, 219
232, 222
231, 223
231, 225
230, 226
230, 227
229, 228
229, 229
228, 230
228, 231
227, 232
227, 233
226, 234
226, 235
224, 237
224, 238
217, 245
216, 245
214, 247
213, 247
211, 249
210, 249
209, 250
207, 250
206, 251
203, 251
202, 252
192, 252
191, 251
188, 251
187, 250
186, 250
185, 249
183, 249
181, 247
180, 247
178, 245
177, 245
172, 240
172, 239
169, 236
169, 235
167, 233
167, 232
166, 231
166, 230
165, 229
165, 228
164, 227
164, 226
163, 225
163, 223
162, 222
162, 219
161, 218
161, 212
160, 211
160, 201
161, 200
161, 194
162, 193
162, 190
163, 189
163, 187
164, 186
164, 185
165, 184
165, 183
166, 182
166, 181
167, 180
167, 179
169, 177
169, 176
173, 172
173, 171
177, 167
178, 167
180, 165
181, 165
182, 164
183, 164
184, 163
185, 163
186, 162
187, 162
188, 161
